,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2010-05-14,P05029,Adyar,902,99,1.0,1.0,3,family,no,1987-05-20,commercial,nosewa,paved,rm,4.1,3.3,3.3,3.54,436790,36399,12133045,4,1
2010-05-14,P05030,T Nagar,1745,91,1.0,1.0,4,family,no,2005-05-15,others,nosewa,paved,rm,4.9,2.6,3.8,3.83,402832,180580,13890750,4,1
2010-05-14,P05031,Anna Nagar,1640,113,1.0,1.0,4,adjland,no,2005-05-15,commercial,elo,no access,rh,2.5,3.1,3.5,3.05,495645,194718,17701600,4,1
2010-05-14,P05027,Karapakkam,1671,81,2.0,2.0,4,normal sale,no,1968-05-24,house,nosewr ,paved,i,2.9,3.1,2.3,2.72,301092,82116,6843000,4,1
2010-05-15,P05024,Karapakkam,1282,17,1.0,1.0,3,adjland,yes,1961-05-27,house,nosewr ,paved,a,4.1,3.6,2.9,3.47,267433,75579,5813750,2,1
2010-05-15,P05025,Chrompet,814,126,1.0,1.0,3,abnormal,no,1985-05-21,others,nosewr ,gravel,rm,3.8,2.2,4.0,3.22,293401,115582,8890930,2,1
2010-05-16,P05020,Karapakkam,1420,132,2.0,2.0,4,adjland,no,1960-05-28,others,allpub,gravel,rh,3.9,2.7,3.2,3.26,320658,90442,8222000,2,1
2010-05-16,P05022,T Nagar,1984,156,2.0,1.0,5,adjland,yes,2005-05-17,others,allpub,gravel,rl,2.7,2.4,3.6,3.03,620346,301790,16766120,2,1
2010-05-17,P05015,Karapakkam,1678,72,2.0,2.0,4,adjland,yes,1965-05-28,house,nosewr ,no access,c,5.0,4.6,2.1,3.72,343086,56014,7001750,5,1
2010-05-17,P05013,Karapakkam,980,148,1.0,1.0,3,abnormal,no,1974-05-26,others,nosewr ,paved,rh,3.2,4.2,4.3,3.94,272118,68030,6184500,5,1
2010-05-17,P05014,Karapakkam,560,117,1.0,1.0,2,normal sale,yes,1999-05-20,commercial,elo,gravel,i,4.7,3.9,4.2,4.26,220658,80908,7355250,5,1
2010-05-17,P05018,KK Nagar,1405,75,2.0,1.0,4,family,yes,1999-05-20,others,nosewr ,paved,rl,4.3,2.1,3.7,3.4,383204,231939,10084320,5,1
2010-05-17,P05017,Anna Nagar,1509,96,1.0,1.0,4,abnormal,yes,1990-05-22,others,elo,gravel,rm,4.8,3.6,2.9,3.74,517455,83912,13985270,5,1
2010-05-18,P05005,Karapakkam,979,27,1.0,1.0,3,normal sale,yes,1968-05-28,house,nosewr ,paved,rm,4.6,3.1,2.0,3.11,337636,157040,7852000,8,1
2010-05-18,P05011,Anna Nagar,1501,78,1.0,1.0,4,normal sale,yes,1975-05-27,others,elo,gravel,rm,4.5,3.1,2.0,3.15,463319,68135,13627030,8,1
2010-05-18,P05004,Karapakkam,1620,12,2.0,2.0,4,adjland,yes,1967-05-29,house,nosewr ,paved,rl,2.6,2.0,2.6,2.42,384857,128286,9163250,8,1
2010-05-18,P05010,T Nagar,1876,196,2.0,1.0,5,abnormal,yes,2003-05-20,house,allpub,gravel,rl,4.2,4.8,2.3,3.495,572746,161544,14685790,8,1
2010-05-18,P05008,Chrompet,897,71,1.0,1.0,3,abnormal,yes,1988-05-23,others,elo,gravel,rh,4.1,4.8,2.1,3.78,232892,107489,8957390,8,1
2010-05-18,P05006,Karapakkam,901,40,1.0,1.0,3,partial,yes,2004-05-19,others,elo,no access,a,3.0,4.8,3.1,3.58,145045,79541,4678875,8,1
2010-05-18,P05007,Velachery,1771,109,2.0,1.0,4,adjland,no,1975-05-27,house,allpub,gravel,a,2.3,5.0,4.4,4.15,292667,56908,8129650,8,1
2010-05-18,P05009,Chrompet,1016,87,1.0,1.0,3,abnormal,no,2004-05-19,others,elo,paved,rl,4.6,4.5,2.4,3.9,240203,151239,8896420,8,1
2010-05-19,P05000,Karapakkam,1337,107,2.0,2.0,4,family,no,1988-05-24,commercial,allpub,gravel,i,4.1,3.4,3.5,3.65,311595,166184,10386500,3,1
2010-05-19,P04999,Karapakkam,1280,162,1.0,1.0,3,normal sale,no,2000-05-21,others,elo,paved,i,3.8,3.2,4.9,4.06,203505,122103,6783500,3,1
2010-05-19,P05002,KK Nagar,1307,88,1.0,1.0,3,partial,yes,1998-05-22,others,nosewa,gravel,rh,4.0,4.6,2.6,3.62,315275,111273,9272780,3,1
2010-05-20,P04997,KK Nagar,2472,167,4.0,2.0,6,partial,no,1989-05-25,others,nosewr ,paved,rl,2.3,4.8,3.9,3.69,459365,285551,12415260,1,0
2010-05-21,P04992,Karapakkam,1112,140,1.0,1.0,3,family,no,1969-05-31,house,allpub,gravel,a,3.7,2.1,3.2,3.02,214729,57261,4771750,3,1
2010-05-21,P04994,T Nagar,1590,39,1.0,1.0,4,abnormal,yes,1975-05-30,commercial,allpub,gravel,rm,4.6,4.2,2.3,3.465,765428,161143,20142850,3,1
2010-05-21,P04993,Adyar,1096,103,1.0,1.0,3,family,yes,2005-05-22,house,nosewa,no access,c,4.9,2.6,4.1,4.04,233677,30152,7537975,3,1
2010-05-22,P04991,KK Nagar,1554,18,2.0,1.0,4,abnormal,yes,2004-05-23,house,nosewa,paved,rl,2.7,2.5,3.8,3.08,479055,229547,9980320,2,1
2010-05-22,P04988,Chrompet,1002,45,1.0,1.0,3,normal sale,yes,1984-05-28,commercial,nosewa,gravel,rh,5.0,2.5,3.8,3.64,404950,88583,12654700,2,1
2010-05-23,P04978,Karapakkam,1226,180,1.0,1.0,3,normal sale,no,1983-05-30,house,allpub,paved,a,4.0,3.7,4.7,4.19,154109,114339,4971250,8,1
2010-05-23,P04986,KK Nagar,2042,3,3.0,2.0,5,abnormal,yes,1996-05-26,others,nosewr ,paved,rh,4.6,4.7,5.0,4.79,485789,165879,11848520,8,1
2010-05-23,P04977,Karapakkam,806,131,1.0,1.0,2,normal sale,no,1982-05-30,commercial,nosewr ,paved,rm,3.9,4.7,2.9,3.74,354773,155754,8653000,8,1
2010-05-23,P04984,Chrompet,1205,141,2.0,1.0,4,adjland,no,1988-05-28,others,nosewa,gravel,rl,4.8,3.4,3.3,3.79,333298,145818,10415550,8,1
2010-05-23,P04982,Velachery,1636,152,2.0,1.0,4,normal sale,yes,1973-06-01,commercial,nosewa,gravel,rl,2.1,2.4,5.0,3.11,532850,319710,15224290,8,1
2010-05-23,P04979,Karapakkam,1034,13,1.0,1.0,3,partial,yes,1976-05-31,others,allpub,gravel,rm,4.0,2.7,4.7,3.89,289000,207719,9031250,8,1
2010-05-23,P04981,Karapakkam,643,40,1.0,1.0,2,adjland,no,1971-06-02,others,allpub,gravel,i,3.7,4.0,4.6,4.15,164336,131469,5477875,8,1
2010-05-23,P04983,Adyar,1204,22,2.0,2.0,4,family,no,1980-05-30,house,nosewa,no access,rh,4.7,2.3,4.2,3.97,275455,31481,7870150,8,1
2010-05-24,P04976,Chrompet,1104,124,1.0,1.0,3,partial,yes,2005-05-25,others,allpub,paved,rh,2.6,3.7,4.7,3.67,281829,145773,9718230,3,1
2010-05-24,P04974,Karapakkam,1292,111,1.0,1.0,3,abnormal,no,1993-05-28,commercial,allpub,paved,c,3.4,2.7,2.3,2.75,421813,107697,8974750,3,1
2010-05-24,P04975,Adyar,1210,175,2.0,2.0,4,abnormal,yes,1975-06-02,commercial,nosewr ,no access,c,3.5,2.2,2.0,2.49,412366,74976,12495925,3,1
2010-05-25,P04972,Adyar,1239,79,2.0,2.0,4,adjland,no,1999-05-28,others,elo,no access,rl,2.7,2.2,2.6,2.55,330302,70064,10009165,4,1
2010-05-25,P04973,Chrompet,1195,43,1.0,1.0,3,abnormal,no,2004-05-26,house,nosewr ,gravel,rm,2.6,2.9,3.9,3.11,285894,81684,10210500,4,1
2010-05-25,P04971,Velachery,1705,122,2.0,1.0,4,partial,no,1971-06-04,others,nosewr ,gravel,c,3.8,3.9,4.2,3.97,270086,75962,8440180,4,1
2010-05-25,P04970,Karapakkam,716,17,1.0,1.0,2,normal sale,no,1967-06-05,house,allpub,no access,i,4.6,4.4,4.8,4.62,118418,94734,3947250,4,1
2010-05-26,P04967,Anna Nagar,1993,15,2.0,1.0,5,family,yes,1974-06-04,house,elo,paved,rl,3.0,3.5,4.0,3.525,366527,257926,13575070,2,1
2010-05-26,P04968,KK Nagar,1938,108,3.0,2.0,5,abnormal,yes,1998-05-29,others,nosewa,gravel,rh,5.0,2.8,4.2,4.02,462329,94837,11854600,2,1
2010-05-27,P04963,KK Nagar,2369,173,4.0,2.0,6,normal sale,yes,1982-06-03,commercial,nosewa,paved,rm,4.7,2.9,4.6,4.12,952411,485924,19436960,6,1
2010-05-27,P04957,Velachery,1641,2,2.0,1.0,4,partial,yes,2001-05-29,commercial,nosewr ,gravel,rm,2.4,2.4,3.5,2.73,500262,161375,16137480,6,1
2010-05-27,P04961,Chrompet,1191,112,1.0,1.0,3,partial,yes,2003-05-29,commercial,nosewa,paved,rh,4.1,4.8,4.4,4.47,453844,123776,13752850,6,1
2010-05-27,P04958,Velachery,1760,56,2.0,1.0,4,normal sale,yes,1955-06-10,house,elo,paved,rl,4.3,4.1,4.9,4.39,367373,99290,9929000,6,1
2010-05-27,P04959,Adyar,1231,139,2.0,2.0,4,family,yes,1974-06-05,others,elo,no access,rm,3.6,4.4,4.8,4.36,379447,97572,10841340,6,1
2010-05-27,P04955,Karapakkam,1500,134,2.0,2.0,4,abnormal,yes,1977-06-04,house,elo,paved,rh,2.6,4.2,3.4,3.4,249170,192906,8037750,6,1
2010-05-28,P04954,KK Nagar,1983,148,3.0,2.0,5,adjland,yes,1986-06-03,house,allpub,paved,rm,2.3,4.3,2.1,2.82,485075,254664,12126880,5,1
2010-05-28,P04951,Karapakkam,1016,69,1.0,1.0,3,abnormal,no,1977-06-05,house,nosewa,gravel,a,3.0,2.2,3.0,2.76,170003,80528,4473750,5,1
2010-05-28,P04953,Adyar,823,134,1.0,1.0,3,normal sale,no,2005-05-29,others,elo,gravel,c,4.5,4.0,3.3,3.8,222406,107616,7174375,5,1
2010-05-28,P04952,Velachery,1882,99,3.0,2.0,5,partial,yes,1994-06-01,commercial,nosewa,paved,a,3.9,4.1,4.9,4.29,512612,199349,14239220,5,1
2010-05-28,P04950,Karapakkam,1042,47,1.0,1.0,3,normal sale,yes,1972-06-06,others,elo,paved,a,2.3,3.0,3.1,2.83,163223,126366,5265250,5,1
2010-05-29,P04946,Chrompet,1015,85,1.0,1.0,3,adjland,yes,1971-06-08,commercial,allpub,paved,rl,3.1,2.6,2.3,2.66,326911,222300,13076450,4,1
2010-05-29,P04943,Karapakkam,1094,157,1.0,1.0,3,partial,no,1978-06-06,house,elo,paved,a,3.4,3.9,3.5,3.59,118500,75050,3950000,4,1
2010-05-29,P04944,Karapakkam,507,145,1.0,1.0,2,partial,yes,1975-06-07,others,nosewa,paved,a,3.2,3.6,4.5,3.84,122498,43235,3602875,4,1
2010-05-29,P04948,Chrompet,907,5,1.0,1.0,3,abnormal,yes,1974-06-07,others,elo,gravel,rm,4.4,4.4,3.0,3.98,249890,59974,9995590,4,1
2010-05-30,P04941,Adyar,630,77,1.0,1.0,2,adjland,yes,2001-06-01,house,nosewr ,paved,rl,3.9,2.8,2.9,3.18,273531,68383,8547835,2,1
2010-05-30,P04942,KK Nagar,2399,170,4.0,2.0,6,adjland,yes,1988-06-04,others,nosewa,gravel,rl,4.6,3.4,2.4,3.36,637030,339749,14156220,2,1
2010-05-31,P04935,Karapakkam,504,133,1.0,1.0,2,family,no,2002-06-02,others,allpub,gravel,rm,4.8,5.0,2.1,3.78,287779,161437,7019000,4,1
2010-05-31,P04939,Anna Nagar,1639,153,1.0,1.0,4,abnormal,no,1970-06-10,commercial,nosewr ,gravel,rh,3.8,3.5,2.9,3.365,449414,143812,17976550,4,1
2010-05-31,P04938,Chrompet,863,113,1.0,1.0,3,family,no,1973-06-09,house,allpub,gravel,rl,5.0,2.3,2.7,3.23,242226,125020,7813750,4,1
2010-05-31,P04936,Velachery,1740,83,2.0,1.0,4,adjland,yes,1987-06-06,commercial,allpub,paved,rm,4.7,2.8,4.0,3.64,504099,252050,16803310,4,1
2010-06-01,P04931,Karapakkam,883,151,1.0,1.0,2,normal sale,no,1999-06-04,others,nosewr ,gravel,a,3.3,4.1,4.7,4.1,222547,85984,5057875,4,1
2010-06-01,P04929,Karapakkam,1500,30,2.0,2.0,4,adjland,no,2003-06-03,others,nosewr ,no access,rl,4.5,2.8,2.2,3.07,273528,85478,8547750,4,1
2010-06-01,P04930,Karapakkam,1460,199,2.0,2.0,4,partial,yes,1967-06-12,others,elo,no access,a,4.9,3.2,3.3,3.75,246293,137466,5727750,4,1
2010-06-01,P04928,Karapakkam,613,81,1.0,1.0,2,family,no,1980-06-08,commercial,nosewr ,no access,i,4.6,4.3,2.3,3.59,195491,66879,5144500,4,1
2010-06-02,P04927,Anna Nagar,1807,83,2.0,1.0,5,partial,yes,1973-06-11,house,nosewa,paved,rm,3.1,2.4,5.0,3.685,399255,106468,13308490,4,1
2010-06-02,P04924,Karapakkam,1311,48,1.0,1.0,3,family,no,1981-06-09,house,nosewa,paved,rh,4.0,3.6,2.7,3.36,261290,84919,6532250,4,1
2010-06-02,P04925,Velachery,1852,38,3.0,2.0,5,normal sale,no,1965-06-13,house,nosewr ,no access,i,4.1,2.5,3.6,3.23,240380,100805,7754200,4,1
2010-06-02,P04926,T Nagar,1538,32,1.0,1.0,4,family,yes,1989-06-07,commercial,elo,paved,rh,4.9,3.4,3.0,3.67,638976,212992,17749320,4,1
2010-06-03,P04922,Chrompet,1202,55,2.0,1.0,4,family,no,1978-06-11,commercial,nosewa,no access,rl,3.9,3.5,3.0,3.47,313720,125488,12548800,5,1
2010-06-03,P04919,Karapakkam,1424,139,2.0,2.0,4,abnormal,no,1966-06-14,commercial,nosewr ,gravel,rh,5.0,2.7,2.7,3.39,328080,196848,10936000,5,1
2010-06-03,P04921,Karapakkam,1354,106,2.0,2.0,4,family,no,2004-06-04,house,nosewa,no access,a,2.3,2.0,3.8,2.81,206998,117613,4704500,5,1
2010-06-03,P04923,T Nagar,1723,24,1.0,1.0,4,adjland,yes,1971-06-13,commercial,allpub,no access,rl,4.7,2.5,4.4,4.015,557470,238916,19909630,5,1
2010-06-03,P04920,Karapakkam,1422,182,2.0,2.0,4,family,yes,1976-06-11,others,allpub,no access,c,3.6,3.1,3.4,3.37,339638,163026,6792750,5,1
2010-06-04,P04917,Karapakkam,642,119,1.0,1.0,2,abnormal,yes,1980-06-11,commercial,elo,gravel,i,4.6,3.8,4.0,4.12,346602,169614,7374500,3,1
2010-06-04,P04914,Karapakkam,1253,111,1.0,1.0,3,abnormal,yes,2002-06-06,others,nosewa,gravel,a,3.5,2.2,4.6,3.55,332355,120213,7071375,3,1
2010-06-04,P04916,Karapakkam,1170,160,1.0,1.0,3,adjland,no,1981-06-11,others,nosewr ,paved,rm,3.3,3.9,2.9,3.32,407803,141483,8322500,3,1
2010-06-05,P04911,Chrompet,1062,105,1.0,1.0,3,adjland,yes,2002-06-07,others,allpub,no access,rl,3.3,2.3,3.1,2.84,269653,129833,9987140,2,1
2010-06-05,P04913,KK Nagar,2346,36,4.0,2.0,6,abnormal,yes,1996-06-08,house,nosewa,gravel,rl,4.3,2.9,3.5,3.56,576634,115327,12814080,2,1
2010-06-06,P04907,Karapakkam,1229,78,1.0,1.0,3,partial,yes,1990-06-11,house,allpub,gravel,rh,2.0,2.6,2.1,2.22,376917,144351,8019500,2,1
2010-06-06,P04906,Karapakkam,652,128,1.0,1.0,2,family,no,1975-06-15,others,allpub,no access,rl,3.1,2.3,2.7,2.7,244500,40750,5093750,2,1
2010-06-07,P04904,Chrompet,1015,132,1.0,1.0,3,abnormal,no,2000-06-09,house,nosewa,paved,rh,2.1,3.1,2.9,2.74,249761,22706,7568500,2,1
2010-06-07,P04903,Karapakkam,1149,21,1.0,1.0,3,family,no,1983-06-14,house,elo,paved,rh,4.0,4.1,3.3,3.75,276424,135141,6142750,2,1
2010-06-08,P04901,Velachery,1976,39,3.0,2.0,5,normal sale,no,1992-06-12,house,allpub,paved,a,4.6,3.7,2.2,3.48,314777,99403,8283610,3,1
2010-06-08,P04899,Karapakkam,1675,185,2.0,2.0,4,adjland,yes,2005-06-09,others,allpub,paved,rl,4.6,3.7,3.6,3.93,359481,174294,10893375,3,1
2010-06-08,P04900,Karapakkam,1350,5,2.0,2.0,4,normal sale,yes,1984-06-14,others,elo,paved,c,2.9,3.5,2.4,2.88,261766,56598,7074750,3,1
2010-06-09,P04894,T Nagar,1618,98,1.0,1.0,4,family,yes,1981-06-16,others,nosewr ,paved,rh,4.0,3.2,2.4,3.08,454008,201781,12611320,7,1
2010-06-09,P04897,KK Nagar,1450,169,2.0,1.0,4,adjland,yes,1989-06-14,others,allpub,paved,rh,3.8,4.4,2.4,3.5,431738,251011,10040420,7,1
2010-06-09,P04890,Velachery,1693,163,2.0,1.0,4,adjland,yes,2000-06-11,commercial,allpub,no access,rh,4.6,2.0,4.0,3.25,477622,149257,14925700,7,1
2010-06-09,P04893,T Nagar,1779,44,1.0,1.0,4,family,no,1990-06-14,others,elo,no access,rm,4.1,3.8,3.1,3.575,353193,235462,13081220,7,1
2010-06-09,P04892,Chrompet,713,149,1.0,1.0,2,normal sale,no,2002-06-11,commercial,elo,gravel,rl,4.0,3.0,4.1,3.63,297012,81934,10241800,7,1
2010-06-09,P04895,KK Nagar,1858,75,3.0,2.0,5,abnormal,yes,2005-06-10,commercial,nosewa,paved,rl,2.7,2.1,4.4,3.2,533772,355848,16174900,7,1
2010-06-09,P04891,Velachery,1776,120,2.0,1.0,4,normal sale,yes,1989-06-14,house,nosewa,paved,rh,4.9,2.4,3.4,3.5,319653,89903,9989170,7,1
2010-06-10,P04888,T Nagar,1773,182,1.0,1.0,4,normal sale,no,1977-06-18,others,nosewa,gravel,rm,2.6,3.4,2.6,2.8,423038,267924,14101250,4,1
2010-06-10,P04884,Karapakkam,766,38,1.0,1.0,2,family,yes,1960-06-22,commercial,nosewa,paved,rm,4.8,2.2,2.0,2.9,271421,105066,8755500,4,1
2010-06-10,P04885,Velachery,1840,21,3.0,2.0,5,adjland,yes,1964-06-21,commercial,allpub,gravel,i,2.8,2.1,2.5,2.4,518607,235731,15715370,4,1
2010-06-10,P04887,Chrompet,1008,30,1.0,1.0,3,partial,no,1991-06-15,commercial,nosewa,gravel,rm,3.7,2.0,3.2,2.87,317826,152557,12713050,4,1
2010-06-11,P04882,KK Nagar,1807,53,3.0,2.0,5,partial,yes,1987-06-17,commercial,nosewa,paved,rm,3.6,4.9,3.3,3.87,732764,286734,15929660,2,1
2010-06-11,P04883,KK Nagar,2284,114,4.0,2.0,6,partial,no,1996-06-14,commercial,nosewa,gravel,rm,3.4,2.8,4.3,3.58,752460,183527,18352680,2,1
2010-06-12,P04879,Velachery,1726,89,2.0,1.0,4,abnormal,yes,1968-06-22,house,elo,paved,a,4.1,3.9,2.9,3.65,291169,84286,7662340,3,1
2010-06-12,P04878,Karapakkam,1349,59,2.0,2.0,4,abnormal,yes,2005-06-13,others,allpub,paved,a,2.7,2.1,4.0,3.04,242798,57129,7141125,3,1
2010-06-12,P04880,KK Nagar,1526,116,2.0,1.0,4,partial,no,2000-06-14,commercial,nosewr ,gravel,rh,4.5,2.8,3.1,3.43,540070,244317,12858800,3,1
2010-06-13,P04874,Karapakkam,748,105,1.0,1.0,2,abnormal,no,1976-06-21,commercial,nosewa,no access,i,4.7,3.5,3.1,3.7,273576,108291,5699500,2,1
2010-06-13,P04877,KK Nagar,2349,59,4.0,2.0,6,family,no,1985-06-19,house,nosewr ,paved,rh,3.5,3.0,2.4,2.91,417508,104377,10437700,2,1
2010-06-14,P04872,Karapakkam,871,187,1.0,1.0,2,normal sale,no,1991-06-19,others,elo,no access,rm,4.4,3.0,3.3,3.54,311586,90879,6491375,2,1
2010-06-14,P04873,KK Nagar,2300,113,4.0,2.0,6,abnormal,no,1994-06-18,others,allpub,gravel,rh,4.9,5.0,4.5,4.77,568989,185540,12369320,2,1
2010-06-15,P04871,KK Nagar,1558,129,2.0,1.0,4,family,no,1984-06-21,commercial,nosewr ,paved,rm,3.7,3.1,2.6,3.08,420773,122160,13573320,7,1
2010-06-15,P04868,Chrompet,1207,56,2.0,1.0,4,abnormal,no,1977-06-23,others,allpub,paved,rh,2.5,2.2,4.6,3.01,241092,116081,8929340,7,1
2010-06-15,P04870,KK Nagar,1728,45,2.0,1.0,4,partial,yes,1996-06-18,house,allpub,paved,rm,5.0,2.6,3.5,3.68,426297,218614,10930680,7,1
2010-06-15,P04867,Adyar,1112,26,1.0,1.0,3,abnormal,no,1992-06-19,commercial,allpub,no access,i,2.0,2.5,5.0,3.6,388742,35340,11780070,7,1
2010-06-15,P04866,Karapakkam,1254,119,1.0,1.0,3,normal sale,no,1975-06-24,house,nosewr ,gravel,c,2.5,3.2,2.3,2.63,288463,75000,5769250,7,1
2010-06-15,P04865,Karapakkam,792,183,1.0,1.0,2,family,no,1960-06-27,others,elo,gravel,c,3.8,3.7,2.2,3.13,129465,90626,4315500,7,1
2010-06-15,P04869,Anna Nagar,1861,1,2.0,1.0,5,family,yes,1980-06-22,house,nosewa,no access,rh,2.3,5.0,4.5,3.855,372212,156089,12006850,7,1
2010-06-16,P04863,Adyar,786,72,1.0,1.0,2,abnormal,yes,1971-06-26,house,allpub,no access,c,2.9,4.9,2.2,2.95,198933,46808,5850985,2,1
2010-06-16,P04862,Karapakkam,1139,131,1.0,1.0,3,adjland,yes,1969-06-26,others,nosewr ,paved,a,2.3,4.6,4.2,3.75,205951,54516,6057375,2,1
2010-06-17,P04861,KK Nagar,1898,30,3.0,2.0,5,family,no,1994-06-21,house,allpub,paved,rm,2.6,5.0,4.6,4.12,352662,192361,10686720,1,0
2010-06-18,P04856,Anna Nagar,1966,125,2.0,1.0,5,adjland,yes,1990-06-23,house,allpub,paved,rl,2.3,5.0,4.4,3.815,584890,116978,14622250,5,1
2010-06-18,P04855,Chrompet,960,116,1.0,1.0,3,abnormal,no,1999-06-21,others,elo,paved,rh,4.5,3.2,5.0,4.13,254990,95621,7968450,5,1
2010-06-18,P04850,Karapakkam,653,121,1.0,1.0,2,adjland,no,1995-06-22,commercial,elo,no access,rm,2.5,3.1,5.0,3.68,297775,160340,7635250,5,1
2010-06-18,P04851,Velachery,1528,180,2.0,1.0,4,family,yes,1958-07-01,house,nosewr ,paved,rh,3.9,3.2,3.3,3.41,311169,138297,8643590,5,1
2010-06-18,P04852,Adyar,694,125,1.0,1.0,2,abnormal,yes,1995-06-22,others,nosewa,gravel,a,3.6,3.7,4.5,4.07,249115,94260,6732825,5,1
2010-06-19,P04846,Anna Nagar,1757,19,1.0,1.0,4,normal sale,no,1982-06-26,house,elo,no access,rm,4.8,4.5,2.0,3.605,449901,94716,11839510,3,1
2010-06-19,P04845,Adyar,706,177,1.0,1.0,2,family,no,1972-06-28,commercial,elo,paved,rh,4.2,2.2,3.2,3.3,274485,61981,8854370,3,1
2010-06-19,P04844,Adyar,921,94,1.0,1.0,3,partial,no,1991-06-24,commercial,nosewr ,no access,a,3.1,3.9,3.9,3.66,342351,25676,8558785,3,1
2010-06-20,P04841,Chrompet,1159,90,1.0,1.0,3,family,yes,1974-06-29,house,elo,gravel,rh,4.3,3.3,2.6,3.39,253758,108754,9062800,3,1
2010-06-20,P04843,KK Nagar,1412,177,2.0,1.0,4,abnormal,yes,1985-06-26,others,nosewr ,paved,rm,3.4,4.8,5.0,4.46,533907,138816,10678140,3,1
2010-06-20,P04842,Anna Nagar,1532,150,1.0,1.0,4,adjland,yes,1973-06-29,others,elo,no access,rh,4.5,3.8,2.7,3.605,424039,58894,11778850,3,1
2010-06-21,P04836,Karapakkam,1319,55,1.0,1.0,3,normal sale,no,1970-07-01,house,nosewa,no access,c,4.7,5.0,3.7,4.39,161381,109170,4746500,4,1
2010-06-21,P04840,Adyar,1018,151,1.0,1.0,3,abnormal,yes,1987-06-27,house,nosewa,gravel,c,4.6,2.1,3.4,3.5,325466,32547,8136645,4,1
2010-06-21,P04837,Karapakkam,1527,81,2.0,2.0,4,normal sale,no,1963-07-03,house,nosewr ,no access,rh,3.0,5.0,2.7,3.48,284581,97016,6467750,4,1
2010-06-21,P04839,Adyar,925,19,1.0,1.0,3,partial,no,1975-06-30,others,nosewa,paved,rh,3.3,2.4,3.2,3.07,292021,82365,7487725,4,1
2010-06-22,P04833,Velachery,1996,38,3.0,2.0,5,abnormal,yes,1984-06-28,house,nosewr ,gravel,rh,2.0,4.6,4.2,3.83,361850,203541,11307820,2,1
2010-06-22,P04834,Chrompet,726,114,1.0,1.0,2,partial,no,2004-06-23,commercial,nosewr ,gravel,rl,4.2,4.5,4.7,4.47,331843,31110,10370100,2,1
2010-06-23,P04831,Anna Nagar,1905,182,2.0,1.0,5,adjland,yes,1980-06-30,house,elo,paved,rh,3.5,2.8,2.6,2.965,447194,65764,13152750,2,1
2010-06-23,P04830,Karapakkam,506,145,1.0,1.0,2,abnormal,no,1983-06-30,commercial,nosewr ,no access,rm,4.7,2.1,3.7,3.52,254251,58673,6519250,2,1
2010-06-24,P04824,Adyar,931,37,1.0,1.0,3,family,yes,1977-07-02,others,elo,paved,rm,2.0,3.6,4.0,3.32,367617,19871,9935595,4,1
2010-06-24,P04823,Karapakkam,714,71,1.0,1.0,2,family,yes,1993-06-28,others,elo,no access,rh,2.2,4.4,2.7,3.06,286825,80311,5736500,4,1
2010-06-24,P04827,KK Nagar,2053,53,3.0,2.0,5,normal sale,no,1993-06-28,others,allpub,paved,rm,3.0,2.0,4.4,3.26,373054,252714,12034000,4,1
2010-06-24,P04826,T Nagar,1848,113,2.0,1.0,5,normal sale,yes,1987-06-30,commercial,nosewr ,paved,rm,3.4,4.6,2.2,3.16,770779,374378,22022260,4,1
2010-06-25,P04821,Karapakkam,1059,110,1.0,1.0,3,normal sale,yes,1977-07-03,house,allpub,paved,rl,3.9,3.7,4.9,4.24,306121,188382,7849250,2,1
2010-06-25,P04820,Karapakkam,1119,96,1.0,1.0,3,family,no,2005-06-26,house,nosewr ,gravel,i,5.0,4.3,2.8,3.91,211688,72768,6615250,2,1
2010-06-26,P04819,KK Nagar,2281,124,4.0,2.0,6,abnormal,yes,1997-06-29,commercial,nosewr ,gravel,rl,2.2,4.0,4.6,3.7,843562,479297,19171860,6,1
2010-06-26,P04815,Chrompet,749,70,1.0,1.0,2,family,no,1972-07-05,commercial,nosewa,no access,rm,4.2,3.5,2.0,3.26,281715,112686,9390500,6,1
2010-06-26,P04816,Anna Nagar,1640,132,1.0,1.0,4,normal sale,no,1977-07-04,house,nosewa,no access,rl,3.5,3.1,3.1,3.24,372717,202332,10649060,6,1
2010-06-26,P04814,Adyar,1000,33,1.0,1.0,3,abnormal,no,1992-06-30,others,elo,no access,rl,2.5,2.6,3.2,2.87,283858,75139,8348770,6,1
2010-06-26,P04817,KK Nagar,2271,172,4.0,2.0,6,normal sale,no,1981-07-03,house,nosewa,paved,rl,2.5,4.6,3.5,3.53,412162,195235,10846380,6,1
2010-06-26,P04818,KK Nagar,2471,92,4.0,2.0,6,family,no,1988-07-01,others,nosewr ,paved,rm,4.8,4.6,4.6,4.66,623176,119332,13259060,6,1
2010-06-27,P04807,Karapakkam,527,112,1.0,1.0,2,normal sale,yes,2001-06-29,others,allpub,paved,a,2.6,2.9,4.0,3.25,209570,72894,4555875,7,1
